time,open,high,low,close,volume,count
1657252800.0,21264.0,22050.0,21214.8,21769.9,208.97426921,4540874.390780709
1657267200.0,21770.0,21919.1,21400.1,21555.3,342.10779522,7376401.800430639
1657281600.0,21552.7,21582.4,21075.0,21239.8,712.39954082,15170216.311075296
1657296000.0,21249.2,21718.2,20890.6,21567.3,972.42751808,20545938.594698068
1657310400.0,21567.3,21567.4,21192.7,21417.7,204.92655183,4382839.639493081
1657324800.0,21416.1,21613.5,21190.9,21202.7,108.270881,2322601.712776722
1657339200.0,21197.1,21277.4,21025.9,21214.6,58.18034336,1230774.896187544
1657353600.0,21213.8,21311.2,21093.6,21263.2,73.41275995,1555802.65383727
1657368000.0,21263.1,21379.2,20941.5,21045.0,145.52824259,3079878.521655359
1657382400.0,21045.0,21315.9,20996.5,21168.9,331.53042882,7019475.414695973
1657396800.0,21167.2,21554.5,21132.0,21223.5,154.22704209,3290909.097974145
1657411200.0,21225.4,21351.2,21167.0,21196.5,66.36492917,1410787.819861741
1657425600.0,21198.0,21206.1,20745.7,20907.7,142.76682487,2990558.96250048
1657440000.0,20901.2,20982.7,20787.9,20960.1,112.25340906,2346461.157551435
1657454400.0,20960.0,21019.0,20796.5,20904.3,156.80115224,3278979.648654901
1657468800.0,20904.3,20940.0,20421.3,20514.2,385.5939201,7929930.409610333
1657483200.0,20513.3,20660.5,20282.9,20525.0,663.86585934,13609160.0470638
1657497600.0,20531.4,20789.9,20330.0,20487.8,138.38150145,2849118.540533627
1657512000.0,20502.0,20502.0,20169.5,20235.9,70.75223663,1436735.173806506
1657526400.0,20225.0,20288.4,20072.6,20195.8,312.64885597,6308258.057560798
1657540800.0,20195.7,20375.8,20186.7,20279.8,353.36953074,7174142.770447922
1657555200.0,20279.8,20618.1,20137.0,20241.9,385.15947772,7817769.097389421
1657569600.0,20248.5,20540.5,20238.1,20383.5,185.64398266,3782299.415182331
1657584000.0,20397.2,20440.0,19792.7,19851.6,323.08995553,6487236.302754249
1657598400.0,19851.6,19907.9,19708.0,19872.0,44.33713734,879030.910445994
1657612800.0,19874.1,20000.0,19580.3,19680.0,272.29325367,5383960.136734209
1657627200.0,19680.0,19777.0,19539.2,19689.8,653.40035998,12844103.173325852
1657641600.0,19677.9,19875.0,19585.4,19726.7,280.9366992,5552205.76444408
1657656000.0,19735.4,19853.5,19204.0,19325.1,343.40347032,6695770.289101244
1657670400.0,19325.0,19455.0,19179.0,19258.4,238.96213555,4620057.032699985
1657684800.0,19256.0,19475.4,19164.6,19397.2,57.17417173,1106566.064072701
1657699200.0,19395.1,19823.1,19351.5,19636.7,310.44931028,6072755.623531255
1657713600.0,19636.6,19849.5,19600.0,19706.3,566.04382303,11156370.250275953
1657728000.0,19706.5,19970.3,18900.0,19309.0,1302.38547777,25185573.21899819
1657742400.0,19308.9,19855.9,19069.8,19523.5,623.73688675,12127737.036104493
1657756800.0,19523.5,20250.0,19477.3,20172.7,234.00678298,4651370.495466544
1657771200.0,20159.0,20357.0,20104.7,20139.8,106.21628484,2147504.611124834
1657785600.0,20146.4,20193.0,19855.4,19910.0,198.20269415,3962384.459317526
1657800000.0,19910.0,19963.3,19614.5,19710.1,410.95064885,8111054.300040011
1657814400.0,19710.1,20357.4,19601.3,20317.6,584.36641097,11678297.98828117
1657828800.0,20324.5,20820.0,20169.5,20559.8,430.84347419,8819894.332169969
1657843200.0,20559.9,20660.2,20378.6,20520.0,133.16690251,2732293.387406628
1657857600.0,20519.0,20712.8,20329.4,20536.9,162.74933959,3346296.720290102
1657872000.0,20541.3,20844.2,20424.6,20768.0,166.23266778,3431112.413727732
1657886400.0,20768.0,20950.0,20646.0,20655.8,306.84389163,6385491.057881752
1657900800.0,20653.3,20916.4,20587.5,20608.4,289.44490637,6007455.854968872
1657915200.0,20604.0,20988.0,20475.0,20987.9,211.40246818,4368137.705580111
1657929600.0,20987.9,20999.0,20592.2,20656.6,84.72926878,1761109.452229349
1657944000.0,20653.9,20681.2,20450.1,20566.4,83.32393634,1712669.400160879
1657958400.0,20563.3,20572.6,20300.0,20373.4,115.49273431,2355550.31425218
1657972800.0,20373.4,20504.8,20367.7,20458.0,70.43049156,1439913.509588526
1657987200.0,20455.4,20788.7,20431.3,20783.7,84.81990312,1749876.577786544
1658001600.0,20778.8,21400.0,20775.6,21004.9,403.42207194,8523453.608321525
1658016000.0,21005.0,21140.0,20751.7,21036.7,125.60096332,2632968.737821524
